time,day,area,year,air_temp
9,13,khulna,1982,290.022
12,13,khulna,1982,297.53789
15,13,khulna,1982,301.0809611
18,13,khulna,1982,298.5756846
21,13,khulna,1982,295.0326591
0,14,khulna,1982,292.5273865
3,14,khulna,1982,288.9843799
6,14,khulna,1982,285.0589619
9,14,khulna,1982,288.8858452
12,14,khulna,1982,297.004036
15,14,khulna,1982,300.8310381
18,14,khulna,1982,298.1249963
21,14,khulna,1982,294.2980434
0,15,khulna,1982,291.5920058
3,15,khulna,1982,287.7650733
6,15,khulna,1982,286.0490027
9,15,khulna,1982,289.7254315
12,15,khulna,1982,297.5244544
15,15,khulna,1982,301.2009973
18,15,khulna,1982,298.6013439
21,15,khulna,1982,294.9248483
0,16,khulna,1982,292.325199
3,16,khulna,1982,288.6487229
6,16,khulna,1982,286.9790403
9,16,khulna,1982,290.5171479
12,16,khulna,1982,298.0227422
15,16,khulna,1982,301.5609597
18,16,khulna,1982,299.0591151
21,16,khulna,1982,295.5209431
0,17,khulna,1982,293.0191024
3,17,khulna,1982,289.4809492
6,17,khulna,1982,284.808979
9,17,khulna,1982,288.5727685
12,17,khulna,1982,296.5571147
15,17,khulna,1982,300.321021
18,17,khulna,1982,297.6595937
21,17,khulna,1982,293.8957358
0,18,khulna,1982,291.2343126
3,18,khulna,1982,287.4704748
6,18,khulna,1982,283.3488698
9,18,khulna,1982,287.515489
12,18,khulna,1982,296.3543816
15,18,khulna,1982,300.5211302
18,18,khulna,1982,297.5748564
21,18,khulna,1982,293.4081614
0,19,khulna,1982,290.4618922
3,19,khulna,1982,286.2952193
6,19,khulna,1982,284.6089284
9,19,khulna,1982,288.5595726
12,19,khulna,1982,296.9403048
15,19,khulna,1982,300.8910716
18,19,khulna,1982,298.0975167
21,19,khulna,1982,294.1468007
0,20,khulna,1982,291.3532501
3,20,khulna,1982,287.4025551
6,20,khulna,1982,285.088931
9,20,khulna,1982,289.0298685
12,20,khulna,1982,297.3900092
15,20,khulna,1982,301.331069
18,20,khulna,1982,298.5443779
21,20,khulna,1982,294.6033687
0,21,khulna,1982,291.8166819
3,21,khulna,1982,287.8756938
6,21,khulna,1982,284.5189027
9,21,khulna,1982,288.5641877
12,21,khulna,1982,297.1456868
15,21,khulna,1982,301.1910973
18,21,khulna,1982,298.3306206
21,21,khulna,1982,294.2852621
0,22,khulna,1982,291.4247899
3,22,khulna,1982,287.3794529
6,22,khulna,1982,284.7488671
9,22,khulna,1982,288.9251931
12,22,khulna,1982,297.7846772
15,22,khulna,1982,301.9611329
18,22,khulna,1982,299.0079953
21,22,khulna,1982,294.8315933
0,23,khulna,1982,291.8784604
3,23,khulna,1982,287.7020806
6,23,khulna,1982,288.8490225
9,23,khulna,1982,292.4526507
12,23,khulna,1982,300.0972375
15,23,khulna,1982,303.7009775
18,23,khulna,1982,301.1528024
21,23,khulna,1982,297.5491087
0,24,khulna,1982,295.0009376
3,24,khulna,1982,291.3972631
6,24,khulna,1982,289.4190462
9,24,khulna,1982,292.9353137
12,24,khulna,1982,300.3945772
15,24,khulna,1982,303.9109538
18,24,khulna,1982,301.4245527
21,24,khulna,1982,297.9082212
0,25,khulna,1982,295.421824
3,25,khulna,1982,291.9055112
6,25,khulna,1982,288.4389422
9,25,khulna,1982,292.338626
12,25,khulna,1982,300.6112529
15,25,khulna,1982,304.5110578
18,25,khulna,1982,301.7535377
21,25,khulna,1982,297.853783
0,26,khulna,1982,295.0962672
3,26,khulna,1982,291.1965332
6,26,khulna,1982,287.1288112
9,26,khulna,1982,291.5114055
12,26,khulna,1982,300.8084585
15,26,khulna,1982,305.1911888
18,26,khulna,1982,302.0921961
21,26,khulna,1982,297.7095221
0,27,khulna,1982,294.6105342
3,27,khulna,1982,290.2278836
6,27,khulna,1982,289.1189856
9,27,khulna,1982,292.8585082
12,27,khulna,1982,300.7913757
15,27,khulna,1982,304.5310144
18,27,khulna,1982,301.8867465
21,27,khulna,1982,298.1471559
0,28,khulna,1982,295.5028922
3,28,khulna,1982,291.7633215
6,28,khulna,1982,286.4688889
9,28,khulna,1982,290.5651342
12,28,khulna,1982,299.2547386
15,28,khulna,1982,303.3511111
18,28,khulna,1982,300.4545997
21,28,khulna,1982,296.3582798
0,29,khulna,1982,293.4617728
3,29,khulna,1982,289.3654748
6,29,khulna,1982,286.3188487
9,29,khulna,1982,290.5631219
12,29,khulna,1982,299.5667464
15,29,khulna,1982,303.8111513
18,29,khulna,1982,300.8099673
21,29,khulna,1982,296.5656169
0,30,khulna,1982,293.5644376
3,30,khulna,1982,289.3201099
6,30,khulna,1982,287.0289481
9,30,khulna,1982,290.9067918
12,30,khulna,1982,299.1330879
15,30,khulna,1982,303.0110519
18,30,khulna,1982,300.2689753
21,30,khulna,1982,296.3910611
0,31,khulna,1982,293.6489888
3,31,khulna,1982,289.7710952
6,31,khulna,1982,287.5989448
9,31,khulna,1982,291.4889219
12,31,khulna,1982,299.7409574
15,31,khulna,1982,303.6310552
18,31,khulna,1982,300.8803989
21,31,khulna,1982,296.990351
0,32,khulna,1982,294.239699
3,32,khulna,1982,290.3496719
6,32,khulna,1982,287.2392726
9,32,khulna,1982,289.9207603
12,32,khulna,1982,295.6091565
15,32,khulna,1982,298.2907274
18,32,khulna,1982,296.3946106
21,32,khulna,1982,293.7130742
0,33,khulna,1982,291.8169603
3,33,khulna,1982,289.1354382
6,33,khulna,1982,289.2792107
9,33,khulna,1982,292.1888068
12,33,khulna,1982,298.3611028
15,33,khulna,1982,301.2707893
18,33,khulna,1982,299.2133738
21,33,khulna,1982,296.3037248
0,34,khulna,1982,294.2463126
3,34,khulna,1982,291.3366791
6,34,khulna,1982,286.2989685
9,34,khulna,1982,290.1015849
12,34,khulna,1982,298.1682971
15,34,khulna,1982,301.9710315
18,34,khulna,1982,299.2821491
21,34,khulna,1982,295.4794635
0,35,khulna,1982,292.7905853
3,35,khulna,1982,288.98792
6,35,khulna,1982,288.1891739
9,35,khulna,1982,291.2346644
12,35,khulna,1982,297.6952411
15,35,khulna,1982,300.7408261
18,35,khulna,1982,298.5873179
21,35,khulna,1982,295.541772
0,36,khulna,1982,293.3882671
3,36,khulna,1982,290.3427375
6,36,khulna,1982,289.4893483
9,36,khulna,1982,291.8917671
12,36,khulna,1982,296.9881583
15,36,khulna,1982,299.3906517
18,36,khulna,1982,297.6918683
21,36,khulna,1982,295.2894058
0,37,khulna,1982,293.5906251
3,37,khulna,1982,291.1881754
6,37,khulna,1982,285.6089869
9,37,khulna,1982,289.3436562
12,37,khulna,1982,297.2662279
15,37,khulna,1982,301.0010131
18,37,khulna,1982,298.3601771
21,37,khulna,1982,294.6254399
0,38,khulna,1982,291.9846081
3,38,khulna,1982,288.2498908
6,38,khulna,1982,284.5188981
9,38,khulna,1982,288.5811699
12,38,khulna,1982,297.1987041
15,38,khulna,1982,301.2611019
18,38,khulna,1982,298.3886137
21,38,khulna,1982,294.326268
0,39,khulna,1982,291.4537842
3,39,khulna,1982,287.3914602
6,39,khulna,1982,286.6990179
9,39,khulna,1982,290.3196329
12,39,khulna,1982,298.0002548
15,39,khulna,1982,301.6209821
18,39,khulna,1982,299.0607954
21,39,khulna,1982,295.4401146
0,40,khulna,1982,292.8799319
3,40,khulna,1982,289.2592704
6,40,khulna,1982,285.6589316
9,40,khulna,1982,289.5974425
12,40,khulna,1982,297.9524353
15,40,khulna,1982,301.8910684
18,40,khulna,1982,299.1060932
21,40,khulna,1982,295.1675107
0,41,khulna,1982,292.3825399
3,41,khulna,1982,288.4439784
6,41,khulna,1982,286.0389606
9,41,khulna,1982,289.8706973
12,41,khulna,1982,297.9991838
15,41,khulna,1982,301.8310394
18,41,khulna,1982,299.1215657
21,41,khulna,1982,295.2897594
0,42,khulna,1982,292.5802899
3,42,khulna,1982,288.748504
6,42,khulna,1982,284.1488546
9,42,khulna,1982,288.3712877
12,42,khulna,1982,297.3285813
15,42,khulna,1982,301.5511454
18,42,khulna,1982,298.5654049
21,42,khulna,1982,294.3428951
0,43,khulna,1982,291.3571592
3,43,khulna,1982,287.1346719
6,43,khulna,1982,287.0888573
9,43,khulna,1982,291.3015836
12,43,khulna,1982,300.2382857
15,43,khulna,1982,304.4511427
18,43,khulna,1982,301.472266
21,43,khulna,1982,297.2594631
0,44,khulna,1982,294.280591
3,44,khulna,1982,290.0678106
6,44,khulna,1982,291.3791745
9,44,khulna,1982,294.4222383
12,44,khulna,1982,300.8776672
15,44,khulna,1982,303.9208255
18,44,khulna,1982,301.7690332
21,44,khulna,1982,298.725914
0,45,khulna,1982,296.5741251
3,45,khulna,1982,293.5310222
6,45,khulna,1982,292.1191963
9,45,khulna,1982,295.0821794
12,45,khulna,1982,301.3677286
15,45,khulna,1982,304.3308037
18,45,khulna,1982,302.2356376
21,45,khulna,1982,299.2726005
0,46,khulna,1982,297.1774376
3,46,khulna,1982,294.2144163
6,46,khulna,1982,289.8390672
9,46,khulna,1982,293.2776808
12,46,khulna,1982,300.5722125
15,46,khulna,1982,304.0109328
18,46,khulna,1982,301.5794418
21,46,khulna,1982,298.1407657
0,47,khulna,1982,295.7092785
3,47,khulna,1982,292.2706207
6,47,khulna,1982,289.7890541
9,47,khulna,1982,293.2762014
12,47,khulna,1982,300.6736904
15,47,khulna,1982,304.1609459
18,47,khulna,1982,301.6951361
21,47,khulna,1982,298.2079254
0,48,khulna,1982,295.7421194
3,48,khulna,1982,292.2549273
6,48,khulna,1982,291.5794168
9,48,khulna,1982,293.7294603
12,48,khulna,1982,298.290473
15,48,khulna,1982,300.4405832
18,48,khulna,1982,298.9202579
21,48,khulna,1982,296.7701753
0,49,khulna,1982,295.2498523
3,49,khulna,1982,293.0997812
6,49,khulna,1982,293.4892759
9,49,khulna,1982,296.1586301
12,49,khulna,1982,301.821287
15,49,khulna,1982,304.4907241
18,49,khulna,1982,302.603187
21,49,khulna,1982,299.9337842
0,50,khulna,1982,298.0462501
3,50,khulna,1982,295.3768615
6,50,khulna,1982,292.3090751
9,50,khulna,1982,295.7185685
12,50,khulna,1982,302.9513257
15,50,khulna,1982,306.3609249
18,50,khulna,1982,303.9500252
21,50,khulna,1982,300.5404699
0,51,khulna,1982,298.129574
3,51,khulna,1982,294.7200368
6,51,khulna,1982,292.359162
9,51,khulna,1982,295.4483329
12,51,khulna,1982,302.0015712
15,51,khulna,1982,305.090838
18,51,khulna,1982,302.9064428
21,51,khulna,1982,299.8172158
0,52,khulna,1982,297.632824
3,52,khulna,1982,294.5436134
6,52,khulna,1982,289.2088823
9,52,khulna,1982,293.3293945
12,52,khulna,1982,302.0704776
15,52,khulna,1982,306.1911177
18,52,khulna,1982,303.2774468
21,52,khulna,1982,299.1568597
0,53,khulna,1982,296.2431933
3,53,khulna,1982,292.1226281
6,53,khulna,1982,290.5189777
9,53,khulna,1982,294.2876205
12,53,khulna,1982,302.2822625
15,53,khulna,1982,306.0510223
18,53,khulna,1982,303.3861631
21,53,khulna,1982,299.6174517
0,54,khulna,1982,296.9525967
3,54,khulna,1982,293.1839054
6,54,khulna,1982,289.9389257
9,54,khulna,1982,293.8992767
12,54,khulna,1982,302.3006004
15,54,khulna,1982,306.2610743
18,54,khulna,1982,303.4606556
21,54,khulna,1982,299.5002326
0,55,khulna,1982,296.6998183
3,55,khulna,1982,292.7394164
6,55,khulna,1982,289.2089725
9,55,khulna,1982,292.9970288
12,55,khulna,1982,301.0328537
15,55,khulna,1982,304.8210275
18,55,khulna,1982,302.1424408
21,55,khulna,1982,298.3543156
0,56,khulna,1982,295.6757331
3,56,khulna,1982,291.8876281
6,56,khulna,1982,288.0289
9,56,khulna,1982,292.0838918
12,56,khulna,1982,300.6859824
15,56,khulna,1982,304.7411
18,56,khulna,1982,301.8737595
21,56,khulna,1982,297.8186941
0,57,khulna,1982,294.9513581
3,57,khulna,1982,290.8963142
6,57,khulna,1982,287.878902
9,57,khulna,1982,291.9266137
12,57,khulna,1982,300.5132607
15,57,khulna,1982,304.561098
18,57,khulna,1982,301.6989054
21,57,khulna,1982,297.6511201
0,58,khulna,1982,294.7889319
3,58,khulna,1982,290.7411682
6,58,khulna,1982,288.4487691
9,58,khulna,1982,292.9866712
12,58,khulna,1982,302.6131879
15,58,khulna,1982,307.1512309
18,58,khulna,1982,303.9424179
21,58,khulna,1982,299.4044332
0,59,khulna,1982,296.1956251
3,59,khulna,1982,291.6576646
6,59,khulna,1982,288.7487704
9,59,khulna,1982,293.2818192
12,59,khulna,1982,302.8980401
15,59,khulna,1982,307.4312296
18,59,khulna,1982,304.2258485
21,59,khulna,1982,299.6927172
0,60,khulna,1982,296.487341
3,60,khulna,1982,291.954234
6,60,khulna,1982,290.2988375
9,60,khulna,1982,294.5843644
12,60,khulna,1982,303.6755026
15,60,khulna,1982,307.9611625
18,60,khulna,1982,304.9308075
21,60,khulna,1982,300.6452027
0,61,khulna,1982,297.6148524
3,61,khulna,1982,293.3292704
6,61,khulna,1982,292.999189
9,61,khulna,1982,295.9888657
12,61,khulna,1982,302.3310415
15,61,khulna,1982,305.320811
18,61,khulna,1982,303.2067694
21,61,khulna,1982,300.2170383
0,62,khulna,1982,298.1030001
3,62,khulna,1982,295.1132849
6,62,khulna,1982,291.2196702
9,62,khulna,1982,292.4354397
12,62,khulna,1982,295.0145225
15,62,khulna,1982,296.2303298
18,62,khulna,1982,295.3706424
21,62,khulna,1982,294.1548508
0,63,khulna,1982,293.2951648
3,63,khulna,1982,292.0793797
6,63,khulna,1982,288.9789863
9,63,khulna,1982,292.7160822
12,63,khulna,1982,300.6438018
15,63,khulna,1982,304.3810137
18,63,khulna,1982,301.7384618
21,63,khulna,1982,298.0012979
0,64,khulna,1982,295.3587501
3,64,khulna,1982,291.6216062
6,64,khulna,1982,287.6488527
9,64,khulna,1982,291.8785657
12,64,khulna,1982,300.851303
15,64,khulna,1982,305.0811474
18,64,khulna,1982,302.090259
21,64,khulna,1982,297.860469
0,65,khulna,1982,294.8695854
3,65,khulna,1982,290.6398179
6,65,khulna,1982,289.7391239
9,65,khulna,1982,292.9690425
12,65,khulna,1982,299.8208573
15,65,khulna,1982,303.0508761
18,65,khulna,1982,300.7669563
21,65,khulna,1982,297.5369789
0,66,khulna,1982,295.2530626
3,66,khulna,1982,292.0231025
6,66,khulna,1982,293.3693793
9,66,khulna,1982,295.6577438
12,66,khulna,1982,300.5121851
15,66,khulna,1982,302.8006207
18,66,khulna,1982,301.1824867
21,66,khulna,1982,298.8940805
0,67,khulna,1982,297.2759489
3,67,khulna,1982,294.9875549
6,67,khulna,1982,289.1389284
9,67,khulna,1982,293.0895726
12,67,khulna,1982,301.4703048
15,67,khulna,1982,305.4210716
18,67,khulna,1982,302.6275167
21,67,khulna,1982,298.6768007
0,68,khulna,1982,295.8832501
3,68,khulna,1982,291.9325551
6,68,khulna,1982,288.7289198
9,68,khulna,1982,292.7111109
12,68,khulna,1982,301.1587655
15,68,khulna,1982,305.1410802
18,68,khulna,1982,302.325218
21,68,khulna,1982,298.3429545
0,69,khulna,1982,295.5270967
3,69,khulna,1982,291.5448544
6,69,khulna,1982,291.178956
9,69,khulna,1982,295.0276794
12,69,khulna,1982,303.1922011
15,69,khulna,1982,307.041044
18,69,khulna,1982,304.3195587
21,69,khulna,1982,300.4707653
0,70,khulna,1982,297.7492842
3,70,khulna,1982,293.9005113
6,70,khulna,1982,292.6991574
9,70,khulna,1982,295.8053151
12,70,khulna,1982,302.3945885
15,70,khulna,1982,305.5008426
18,70,khulna,1982,303.3044358
21,70,khulna,1982,300.1982217
0,71,khulna,1982,298.0018183
3,71,khulna,1982,294.8956207
6,71,khulna,1982,293.2991219
9,71,khulna,1982,296.5363205
12,71,khulna,1982,303.403579
15,71,khulna,1982,306.6408781
18,71,khulna,1982,304.3518104
21,71,khulna,1982,301.1145529
0,72,khulna,1982,298.8254887
3,72,khulna,1982,295.5882485
6,72,khulna,1982,292.7690356
9,72,khulna,1982,296.3241301
12,72,khulna,1982,303.8657595
15,72,khulna,1982,307.4209644
18,72,khulna,1982,304.9071081
21,72,khulna,1982,301.351949
0,73,khulna,1982,298.8380967
3,73,khulna,1982,295.2829565
6,73,khulna,1982,288.5388553
9,73,khulna,1982,292.7588616
12,73,khulna,1982,301.7110074
15,73,khulna,1982,305.9311447
18,73,khulna,1982,302.9471202
21,73,khulna,1982,298.7270371
0,74,khulna,1982,295.7430172
3,74,khulna,1982,291.5229566
6,74,khulna,1982,288.2387658
9,74,khulna,1982,292.7888014
12,74,khulna,1982,302.4410574
15,74,khulna,1982,306.9912342
18,74,khulna,1982,303.7738415
21,74,khulna,1982,299.2237231
0,75,khulna,1982,296.0063354
3,75,khulna,1982,291.4562413
6,75,khulna,1982,289.538773
9,75,khulna,1982,294.0621151
12,75,khulna,1982,303.6577445
15,75,khulna,1982,308.181227
18,75,khulna,1982,304.9827096
21,75,khulna,1982,300.4592853
0,76,khulna,1982,297.2607729
3,76,khulna,1982,292.7373727
6,76,khulna,1982,293.0989349
9,76,khulna,1982,297.0253123
12,76,khulna,1982,305.3545658
15,76,khulna,1982,309.2810651
18,76,khulna,1982,306.5046696
21,76,khulna,1982,302.5782208
0,77,khulna,1982,299.8018297
3,77,khulna,1982,295.8754018
6,77,khulna,1982,293.9090672
9,77,khulna,1982,297.3476808
12,77,khulna,1982,304.6422125
15,77,khulna,1982,308.0809328
18,77,khulna,1982,305.6494418
21,77,khulna,1982,302.2107657
0,78,khulna,1982,299.7792785
3,78,khulna,1982,296.3406207
6,78,khulna,1982,295.079141
9,78,khulna,1982,298.2459657
12,78,khulna,1982,304.963936
15,78,khulna,1982,308.130859
18,78,khulna,1982,305.8915537
21,78,khulna,1982,302.7246713
0,79,khulna,1982,300.4853694
3,79,khulna,1982,297.3185039
6,79,khulna,1982,294.63901
9,79,khulna,1982,298.2887452
12,79,khulna,1982,306.0311415
15,79,khulna,1982,309.68099
18,79,khulna,1982,307.100212
21,79,khulna,1982,303.4504105
0,80,khulna,1982,300.8696365
3,80,khulna,1982,297.2198543
6,80,khulna,1982,292.4688573
9,80,khulna,1982,296.6815836
12,80,khulna,1982,305.6182857
15,80,khulna,1982,309.8311427
18,80,khulna,1982,306.852266
21,80,khulna,1982,302.6394631
0,81,khulna,1982,299.660591
3,81,khulna,1982,295.4478106
6,81,khulna,1982,293.6189106
9,81,khulna,1982,297.6350753
12,81,khulna,1982,306.1548
15,81,khulna,1982,310.1710894
18,81,khulna,1982,307.3312041
21,81,khulna,1982,303.3149663
0,82,khulna,1982,300.4750853
3,82,khulna,1982,296.458869
6,82,khulna,1982,293.5588553
9,82,khulna,1982,297.7788616
12,82,khulna,1982,306.7310074
15,82,khulna,1982,310.9511447
18,82,khulna,1982,307.9671202
21,82,khulna,1982,303.7470371
0,83,khulna,1982,300.7630172
3,83,khulna,1982,296.5429566
6,83,khulna,1982,294.7188507
9,83,khulna,1982,298.9558438
12,83,khulna,1982,307.9440247
15,83,khulna,1982,312.1811493
18,83,khulna,1982,309.1851132
21,83,khulna,1982,304.948043
0,84,khulna,1982,301.9520115
3,84,khulna,1982,297.7149639
6,84,khulna,1982,295.1389777
9,84,khulna,1982,298.9076205
12,84,khulna,1982,306.9022625
15,84,khulna,1982,310.6710223
18,84,khulna,1982,308.0061631
21,84,khulna,1982,304.2374517
0,85,khulna,1982,301.5725967
3,85,khulna,1982,297.8039054
6,85,khulna,1982,294.7792799
9,85,khulna,1982,297.434074
12,85,khulna,1982,303.0658436
15,85,khulna,1982,305.7207201
18,85,khulna,1982,303.8434787
21,85,khulna,1982,301.1886363
0,86,khulna,1982,299.3113978
3,86,khulna,1982,296.6565696
6,86,khulna,1982,293.1890455
9,86,khulna,1982,296.7077397
12,86,khulna,1982,304.1721511
15,86,khulna,1982,307.6909545
18,86,khulna,1982,305.2028374
21,86,khulna,1982,301.6840792
0,87,khulna,1982,299.195966
3,87,khulna,1982,295.6772266
6,87,khulna,1982,293.1389165
9,87,khulna,1982,297.1332411
12,87,khulna,1982,305.6066349
15,87,khulna,1982,309.6010835
18,87,khulna,1982,306.7766416
21,87,khulna,1982,302.7822444
0,88,khulna,1982,299.9578069
3,88,khulna,1982,295.963431
6,88,khulna,1982,293.4988974
9,88,khulna,1982,297.5635959
12,88,khulna,1982,306.186278
15,88,khulna,1982,310.2511026
18,88,khulna,1982,307.3768984
21,88,khulna,1982,303.312126
0,89,khulna,1982,300.4379263
3,89,khulna,1982,296.3731755
6,89,khulna,1982,294.4788592
9,89,khulna,1982,298.6843055
12,89,khulna,1982,307.605564
15,89,khulna,1982,311.8111408
18,89,khulna,1982,308.8374119
21,89,khulna,1982,304.6318892
0,90,khulna,1982,301.6581649
3,90,khulna,1982,297.4526646
6,90,khulna,1982,297.0990225
9,90,khulna,1982,300.7026507
12,90,khulna,1982,308.3472375
15,90,khulna,1982,311.9509775
18,90,khulna,1982,309.4028024
21,90,khulna,1982,305.7991087
0,91,khulna,1982,303.2509376
3,91,khulna,1982,299.6472631
6,91,khulna,1982,298.0589639
9,91,khulna,1982,301.8785671
12,91,khulna,1982,309.9813143
15,91,khulna,1982,313.8010361
18,91,khulna,1982,311.1001421
21,91,khulna,1982,307.2804694
0,92,khulna,1982,304.5795797
3,92,khulna,1982,300.7599273
6,92,khulna,1982,299.039035
9,92,khulna,1982,302.5965562
12,92,khulna,1982,310.1433334
15,92,khulna,1982,313.700965
18,92,khulna,1982,311.1853928
21,92,khulna,1982,307.627807
0,93,khulna,1982,305.1122387
3,93,khulna,1982,301.5546718
6,93,khulna,1982,298.9490422
9,93,khulna,1982,302.4798699
12,93,khulna,1982,309.9700206
15,93,khulna,1982,313.5009578
18,93,khulna,1982,311.004261
21,93,khulna,1982,307.4733692
0,94,khulna,1982,304.9766762
3,94,khulna,1982,301.4458032
6,94,khulna,1982,298.4391377
9,94,khulna,1982,301.6180959
12,94,khulna,1982,308.3618054
15,94,khulna,1982,311.5408623
18,94,khulna,1982,309.2929772
21,94,khulna,1982,306.1139612
0,95,khulna,1982,303.8660796
3,95,khulna,1982,300.6870806
6,95,khulna,1982,298.0090633
9,95,khulna,1982,301.462237
12,95,khulna,1982,308.7876558
15,95,khulna,1982,312.2409367
18,95,khulna,1982,309.7991501
21,95,khulna,1982,306.3459136
0,96,khulna,1982,303.9041308
3,96,khulna,1982,300.4509127
6,96,khulna,1982,298.4593635
9,96,khulna,1982,300.8059685
12,96,khulna,1982,305.7839587
15,96,khulna,1982,308.1306365
18,96,khulna,1982,306.4713198
21,96,khulna,1982,304.1246721
0,97,khulna,1982,302.465358
3,97,khulna,1982,300.1187228
6,97,khulna,1982,297.6691423
9,97,khulna,1982,300.8311137
12,97,khulna,1982,307.5387882
15,97,khulna,1982,310.7008577
18,97,khulna,1982,308.4649842
21,97,khulna,1982,305.3029553
0,98,khulna,1982,303.0670853
3,98,khulna,1982,299.9050733
6,98,khulna,1982,297.5091002
9,98,khulna,1982,300.8263794
12,98,khulna,1982,307.8635176
15,98,khulna,1982,311.1808998
18,98,khulna,1982,308.835206
21,98,khulna,1982,305.5178664
0,99,khulna,1982,303.1721762
3,99,khulna,1982,299.8548543
6,99,khulna,1982,297.149037
9,99,khulna,1982,300.6992781
12,99,khulna,1982,308.2306117
15,99,khulna,1982,311.780963
18,99,khulna,1982,309.2705387
21,99,khulna,1982,305.720233
0,100,khulna,1982,303.2098126
3,100,khulna,1982,299.6595259
6,100,khulna,1982,296.9790383
9,100,khulna,1982,300.524426
12,100,khulna,1982,308.0454639
15,100,khulna,1982,311.5909617
18,100,khulna,1982,309.0839693
21,100,khulna,1982,305.5385171
0,101,khulna,1982,303.0315285
3,101,khulna,1982,299.4860952
6,101,khulna,1982,297.0791081
9,101,khulna,1982,300.3672671
12,101,khulna,1982,307.3426308
15,101,khulna,1982,310.6308919
18,101,khulna,1982,308.3057894
21,101,khulna,1982,305.0175706
0,102,khulna,1982,302.6924717
3,102,khulna,1982,299.4042704
6,102,khulna,1982,296.6390008
9,102,khulna,1982,300.3227096
12,102,khulna,1982,308.1371761
15,102,khulna,1982,311.8209992
18,102,khulna,1982,309.216198
21,102,khulna,1982,305.5324223
0,103,khulna,1982,302.9276251
3,103,khulna,1982,299.2438689
6,103,khulna,1982,296.769035
9,103,khulna,1982,300.3265562
12,103,khulna,1982,307.8733334
15,103,khulna,1982,311.430965
18,103,khulna,1982,308.9153928
21,103,khulna,1982,305.357807
0,104,khulna,1982,302.8422387
3,104,khulna,1982,299.2846718
6,104,khulna,1982,297.2790008
9,104,khulna,1982,300.9627096
12,104,khulna,1982,308.7771761
